country_code,year,NY.GDP.MKTP.KD.ZG,FP.CPI.TOTL.ZG,BN.CAB.XOKA.GD.ZS,FI.RES.TOTL.MO,GC.DOD.TOTL.GD.ZS,NY.GNS.ICTR.ZS,DT.DOD.DECT.GD.ZS,NY.GDP.PCAP.CD,FR.INR.RINR,GC.BAL.CASH.GD.ZS,country_name
SGP,2005,7.36632239250758,0.425106276569107,23.2604773041195,4.93299643486235,94.9666937754733,43.62664151037,,29961.3172812732,3.33607855433956,,Singapore
SGP,2006,9.00676607871758,0.965657519018511,26.8933813503311,4.90075591105156,82.8374805427534,48.1685207360732,,33768.4528234651,3.40551309237873,,Singapore
SGP,2007,9.02151951268893,2.10980166714574,27.143332530687,5.08024174951609,77.2760743035509,49.970919838469,,39432.8860198877,-0.554042740231563,,Singapore
SGP,2008,1.86348345462035,6.63544058395309,15.08343561816,4.63162921909622,96.4099647516113,44.3584688806777,,40008.5720489092,6.85627872280123,,Singapore
SGP,2009,0.127953382778088,0.589142019610516,16.3930632928179,6.00113380620524,106.372468302322,43.8631060213423,,38926.8054365453,2.35646709404947,,Singapore
SGP,2010,14.5197497108994,2.82884527612958,22.9333472183784,5.8077734027456,101.449782417951,50.5915809058007,,47236.683084953,4.22538213508497,,Singapore
SGP,2011,6.21493416858989,5.25115624639373,22.2184518342372,5.16536886202671,104.78518384861,48.8092109004309,,53891.4570264372,4.16049084438408,,Singapore
SGP,2012,4.43549759378537,4.58084479423094,17.6432739045995,5.43623357526727,107.828093624626,47.2531022096686,,55547.5553077786,4.86057756338297,,Singapore
SGP,2013,4.81763099120676,2.36439793742726,15.707187590209,5.43683101786015,99.4464888561159,45.5156971062719,,56967.4257940383,5.83621695317835,,Singapore
SGP,2014,3.93554027709007,1.03316955857629,17.9502135491878,5.12342361688902,99.6097986729595,47.2950477994746,,57564.8023114977,5.63232355514565,,Singapore
SGP,2015,2.97679931634806,-0.521975611895763,18.6930222903094,5.41630753480116,103.320839751929,44.0462153091754,,55645.6068614606,2.21015017142368,,Singapore
SGP,2016,3.91095306322606,-0.529809760375464,18.0266123608265,5.59069271249593,108.476641908311,45.2357210400528,,57204.0340105222,4.60380264997622,,Singapore
SGP,2017,4.32679370770501,0.576763191179996,18.4885963302097,5.48780927285261,108.841755783324,46.6182575489954,,61436.1325502558,2.2245050675132,,Singapore
SGP,2018,3.18660848474074,0.438784215129623,15.6764327413725,4.90921841872551,110.440057046779,41.4218332441414,,67032.8225769734,1.50347162588522,,Singapore
SGP,2019,1.15877947300108,0.567829988405447,15.4536632743623,4.79837409853881,127.851935478091,39.9868811642176,,66068.7003106378,5.5952239176712,,Singapore
SGP,2020,-3.61084281729929,-0.172111865925382,17.6975168735289,6.5266318785032,150.816252807492,42.0805317790255,,61772.5036492256,7.61485450331353,,Singapore
SGP,2021,10.1410845197192,2.31610315765146,19.2527773366463,5.86539457353699,147.759530258993,44.1544994049441,,80884.8565369236,-5.20690857279518,,Singapore
SGP,2022,4.01027884472296,6.13095418919732,18.9227008880076,3.52234707372305,152.534986779861,41.9202431450759,,91227.6970426492,-5.20690857279518,,Singapore
SGP,2023,1.45026775889565,4.83372362825798,16.3916456531586,4.31234700367134,173.624161872218,37.8776158568895,,86382.5900499252,-5.20690857279518,,Singapore
SGP,2024,5.3435120192366,2.38951123595017,17.2010838902762,4.1819284049901,167.799832036767,40.4512885852667,,94896.5621495988,-5.20690857279518,,Singapore
THA,2005,4.18763842884337,4.54036919634536,-4.036464315232,4.35228452163583,25.4581282780769,28.2409524233023,,2867.70383436062,-0.354173197273536,,Thailand
THA,2006,4.96781089246107,4.63747436011764,1.04380762367254,5.08069119941125,24.3806591494652,30.4451483129011,,3331.32043511773,1.11279460175694,,Thailand
THA,2007,5.43515169050809,2.24154095286802,5.92665423116421,5.93095596443648,22.9934668319175,32.2498340915576,,3918.52817434581,3.48698568702785,,Thailand
THA,2008,1.72569884866334,5.46848949649846,0.319466151466348,6.0802354647904,22.4502172623288,30.6620557262506,,4309.13509292986,0.654506894891978,,Thailand
THA,2009,-0.690618232300579,-0.845716092316721,7.87655950254759,9.81395828770847,26.7791952036446,29.2740607965439,,4135.43986952819,4.57231980497401,,Thailand
THA,2010,7.51339053261624,3.24758842443725,3.36732467219252,9.0725601386283,26.9008455437265,29.6275906793853,,4973.86288823778,0.243128638611464,,Thailand
THA,2011,0.840132083053334,3.81191694558332,2.54217096328341,7.74152006876012,28.1319763006874,31.4339629664977,,5373.6232832898,1.2766820317925,,Thailand
THA,2012,7.24279620249642,3.00948610403357,-1.23233637957653,7.26906226177321,28.4447160238828,28.9313113964315,,5725.52802835463,3.21675712469183,,Thailand
THA,2013,2.68749556320556,2.18617704418967,-2.10153458942232,6.51019841309142,38.1666950570794,27.2207671462189,,6018.08244729255,3.22433498210821,,Thailand
THA,2014,0.984468863619426,1.89455652481545,2.85828409870041,6.66361179348732,35.3904739452699,27.4850789547057,,5801.1978916205,3.45784317114814,,Thailand
THA,2015,3.13404724911635,-0.898143410569433,6.91581517168623,7.354632050016,36.6705695355179,28.043823657924,,5688.85335397884,3.98101397309843,,Thailand
THA,2016,3.43515771692182,0.186235191075453,10.5083543932086,8.34136438746495,37.3065204045664,30.0765044478694,,5833.57715617098,1.78511916997275,,Thailand
THA,2017,4.1776810321001,0.664415139830893,9.63103019182141,8.78162959167524,37.3065204045664,31.9424672317789,,6413.09182530343,2.46971462408852,,Thailand
THA,2018,4.22287028746071,1.06683487370758,5.61986314598972,7.78824916649138,37.9104188436045,31.6865849444729,,7099.77650081458,2.67979728915769,,Thailand
THA,2019,2.11455779628278,0.705524801910317,7.04854832033554,8.90152084891791,38.6277055941279,31.7166115590555,,7605.69657797759,3.03891578719485,,Thailand
THA,2020,-6.09306312966953,-0.846087518861799,4.1441730948501,12.2043932728337,50.3415889301099,28.2586166665329,,6983.03412836245,4.64285868065104,,Thailand
THA,2021,1.55858232076893,1.23104516549814,-2.14183455857728,9.01100320674599,58.5282063695337,27.6338609938632,,7055.18760721422,1.26044284284124,,Thailand
THA,2022,2.63784213566305,6.07589952842433,-3.42866250197224,7.11722437680349,60.3442670368319,26.4000592714881,,6910.00995211206,-1.43574487358447,,Thailand
THA,2023,2.24883437970568,1.22908986612448,1.64003832144024,7.56658893215616,60.993475200655,25.6220712409329,,7210.54130832685,2.99490663552014,,Thailand
THA,2024,2.94859986593323,0.398333333333422,2.19482817825998,7.45570372627258,61.861415782411,24.0895812398268,,7386.63615126055,3.61835329433484,,Thailand
